Column1;
;
Mean;44,48621751
Standard Error;3,334747395
Median;31,5
Mode;32,25
Standard Deviation;111,0025159
Sample Variance;12321,55853
Kurtosis;208,196771
Skewness;13,28652956
Range;2249,437
Minimum;27,344
Maximum;2276,781
Sum;49290,729
Count;1108
