10:50:11;148,078
10:50:36;25,109
10:53:32;175,328
11:11:03;1051,235
11:11:28;25,156
11:11:53;25,047
11:12:18;25,063
11:12:43;25,219
11:13:09;25,234
11:13:36;27,828
11:14:05;28,672
11:14:34;28,984
11:15:03;29,094
11:15:32;28,75
11:16:01;29,125
11:16:30;29,219
11:16:59;28,75
11:17:28;28,984
11:17:56;28,328
11:18:26;29,641
11:18:56;29,844
11:19:25;28,875
11:19:53;28,015
11:20:21;28,125
11:20:50;29,5
11:21:20;29,985
11:21:50;29,297
11:22:19;29,859
11:22:49;29,656
11:23:18;29,203
11:23:47;28,36
11:24:17;29,797
11:24:46;29
11:25:15;29,343
11:25:45;29,75
11:26:14;29,047
11:26:43;29,75
11:27:13;29,203
11:27:42;29,625
11:28:12;30,11
11:28:42;29,765
11:29:12;30,266
11:29:45;32,5
11:30:16;31,063
11:30:46;30,406
11:31:18;31,828
11:31:47;28,75
11:32:16;29,437
11:32:46;29,954
11:33:17;30,437
11:33:46;29,234
11:34:16;30,047
11:34:46;30,297
11:35:16;29,844
11:35:46;30,078
11:38:05;138,5
11:38:30;25,141
11:38:55;25,218
11:39:20;25,297
11:39:46;25,235
11:40:11;25,375
11:40:36;25,375
11:41:02;25,922
11:41:29;26,781
11:41:59;29,969
11:42:29;29,656
11:42:59;30,297
11:43:29;29,531
11:44:00;31,391
11:44:32;32,484
11:45:02;29,672
11:45:34;32,203
11:46:04;29,672
11:46:33;29,437
11:47:03;29,532
11:47:33;29,75
11:48:02;29,75
11:48:32;30
11:49:02;29,968
11:49:32;30,094
11:50:02;29,734
11:50:35;32,297
11:51:06;31,813
11:52:46;100,078
11:54:47;120,547
12:02:42;475,312
12:03:08;25,469
12:03:33;25,5
12:03:59;25,375
12:04:24;25,469
12:06:11;107,406
12:06:37;25,516
12:07:02;25,25
12:07:28;25,281
12:08:08;40,797
12:08:50;41,328
12:09:15;25,375
12:09:48;32,812
12:10:15;26,922
12:10:44;29,641
12:11:14;29,609
12:11:44;29,766
12:12:14;29,969
12:12:44;30,015
12:13:14;29,875
12:13:44;30,61
12:14:14;29,968
12:14:46;31,844
12:15:19;32,578
12:15:48;28,985
12:16:19;30,968
12:16:48;29,86
12:17:18;29,625
12:17:48;29,828
12:18:17;29,453
12:18:48;30,188
12:19:18;30,187
12:19:47;29,751
12:20:17;29,89
12:20:48;30,282
12:21:20;31,937
12:21:51;31,5
12:22:21;30,297
12:22:54;32,406
12:23:24;29,844
12:23:54;29,875
12:24:24;30,719
12:24:55;30,328
12:25:24;29,797
12:25:54;29,844
12:26:24;29,765
12:26:54;30,078
12:27:24;30,094
12:27:56;31,735
12:28:27;31,374
12:28:57;30,079
12:29:29;31,812
12:29:58;28,891
12:30:28;29,828
12:30:58;29,781
12:31:28;29,954
12:34:03;155,593
12:34:32;29,078
12:35:02;29,282
12:35:31;29,422
12:36:01;29,671
12:36:30;29,547
12:37:00;29,516
12:37:29;29,516
12:37:59;29,624
12:38:29;29,766
12:42:41;252,766
12:43:11;29,75
12:43:41;29,859
12:44:11;29,828
12:44:41;29,907
12:45:10;29,75
12:45:40;29,859
12:46:10;29,75
12:46:40;29,969
12:47:10;30,062
12:47:40;29,969
12:48:10;29,75
12:48:40;29,75
12:49:09;29,781
12:49:39;29,969
12:50:09;29,953
12:50:39;29,859
12:51:09;29,969
12:51:39;29,75
12:52:09;29,75
12:52:39;29,953
12:53:09;29,985
12:53:38;29,859
12:54:08;29,984
12:54:38;30,079
12:55:09;30,062
12:55:39;30,078
12:56:09;30,125
12:56:39;30,047
12:57:09;30,109
12:57:39;29,844
12:58:09;29,953
13:02:51;282,094
13:03:21;30,078
13:03:51;29,969
13:14:39;648,203
13:15:09;29,984
13:15:39;30,079
13:16:09;29,953
13:16:39;29,875
13:17:09;30,093
13:17:39;30,094
13:18:09;30,078
13:18:39;29,953
13:19:09;29,969
13:19:39;29,766
13:20:09;29,953
13:20:39;29,984
13:21:09;30,172
13:21:39;29,875
13:22:09;30,141
13:22:39;30,047
13:23:09;29,922
13:23:39;30,14
13:24:09;30,047
13:24:39;29,969
13:25:09;29,969
13:25:39;30
13:26:09;29,968
13:30:30;261,078
13:31:00;29,844
13:31:30;29,844
13:32:00;29,734
13:32:29;29,907
13:32:59;29,812
13:33:29;30,016
13:33:59;29,968
13:34:29;29,704
13:34:59;29,765
13:35:29;30
13:35:59;29,922
13:36:29;29,844
13:36:58;29,562
13:37:28;29,828
13:37:58;29,61
13:38:27;29,625
13:38:57;29,875
13:39:27;29,828
13:39:57;30,016
13:40:27;29,937
13:40:57;30,032
13:52:43;705,938
13:53:13;29,984
13:53:42;29,75
13:54:12;29,734
13:54:42;30
13:55:12;30,063
13:55:42;29,969
13:56:12;30,015
13:56:42;29,735
13:57:12;29,844
13:57:46;33,812
13:58:16;29,875
13:58:45;29,891
13:59:15;29,922
13:59:45;29,984
14:00:15;29,625
14:00:45;29,766
14:01:14;29,672
14:01:44;29,89
14:02:14;29,828
14:02:44;29,859
14:03:14;30,001
14:03:44;29,922
14:04:14;29,765
14:04:43;29,735
14:05:13;29,781
14:05:43;29,703
14:06:13;29,766
14:06:42;29,75
14:07:12;29,906
14:07:42;29,703
14:08:12;29,922
14:08:42;29,828
14:09:11;29,734
14:09:41;29,766
14:10:11;29,766
14:10:41;29,75
14:11:11;29,734
14:11:40;29,891
14:12:10;29,843
14:12:40;29,75
14:13:10;29,86
14:14:23;73,265
14:14:53;29,782
14:15:23;29,734
14:15:53;29,891
14:16:22;29,875
14:16:53;30,171
14:17:23;30,204
14:17:53;29,828
14:18:29;36,406
14:18:59;29,984
14:19:29;29,953
14:19:59;29,86
14:20:31;31,859
14:21:01;30,156
14:21:31;29,969
14:22:03;31,938
14:22:33;30,078
14:23:03;29,859
14:23:33;30,25
14:24:05;31,672
14:24:35;30,281
14:25:05;30,094
14:25:35;29,984
14:26:05;29,985
14:26:35;30,031
14:27:06;30,656
14:27:35;29,875
14:28:06;30,735
14:28:38;32,078
14:29:08;30,062
14:29:38;29,985
14:30:08;29,968
14:30:39;30,5
14:31:09;29,907
14:31:39;29,922
14:32:08;29,765
14:32:38;29,953
14:33:08;29,875
14:33:39;30,766
14:34:09;30,375
14:34:39;29,844
14:35:11;31,625
14:35:41;30,015
14:36:11;30
14:36:41;30,125
14:37:13;31,938
14:37:43;29,984
14:38:13;29,828
14:38:43;29,766
14:39:13;30,047
14:39:43;29,984
14:40:13;30,094
14:40:43;30,062
14:41:13;30,313
14:42:12;58,828
14:43:45;93,078
14:44:15;29,891
14:45:09;53,937
14:45:46;37,313
14:46:17;30,953
14:46:47;29,969
14:47:17;30,297
14:47:47;29,75
14:48:17;30,062
14:48:49;32,25
14:49:19;30,141
14:49:50;30,156
14:50:21;31,312
14:50:51;29,829
14:51:21;30
14:51:51;29,984
14:52:23;32,359
14:52:53;29,844
14:53:23;29,969
14:53:53;29,953
14:54:23;29,969
14:54:53;29,75
14:55:24;31,515
14:55:55;30,625
14:56:24;29,719
14:56:56;31,641
14:57:26;29,75
14:57:56;29,891
14:58:26;29,828
14:58:56;30,734
14:59:26;29,891
14:59:56;29,828
15:00:26;29,984
15:00:56;29,985
15:01:26;29,828
15:01:57;31,39
15:02:28;30,407
15:02:58;29,984
15:03:30;32,266
15:04:00;29,969
15:04:30;29,859
15:05:00;29,969
15:05:31;31,172
15:06:01;29,75
15:06:31;29,969
15:07:01;30,64
15:07:31;30,078
15:08:02;30,281
15:10:15;132,985
15:10:45;30
15:11:14;29,875
15:11:44;29,828
15:12:14;29,844
15:12:44;29,844
15:13:14;29,89
15:13:44;29,844
15:14:14;29,875
15:14:43;29,75
15:16:02;78,984
15:16:32;30
15:17:02;29,86
15:17:32;29,827
15:18:02;29,766
15:18:31;29,75
15:19:01;29,844
15:19:31;29,734
15:20:01;29,922
15:20:31;29,954
15:21:01;29,859
15:21:31;30,016
15:22:01;29,828
15:22:30;29,843
15:23:00;29,969
15:23:30;29,766
15:24:00;29,828
15:24:30;29,891
15:25:00;29,843
15:25:30;29,86
15:26:00;30
15:26:30;29,968
15:27:00;29,969
15:27:29;29,828
15:27:59;29,86
15:28:29;29,859
15:28:59;29,75
15:29:29;30,078
15:29:59;30,063
15:30:29;29,765
15:30:59;29,953
15:31:29;29,891
15:31:59;29,969
15:32:29;29,953
15:32:58;29,891
15:33:28;29,89
15:33:58;29,922
15:34:28;30,125
15:34:58;29,938
15:35:28;29,875
15:35:58;30
15:36:28;29,921
15:36:58;29,75
15:37:28;30,125
15:37:58;30,016
15:38:28;29,859
15:38:58;29,891
15:39:28;30,391
15:39:58;29,89
15:40:30;31,703
15:41:00;29,969
15:41:30;29,969
15:42:00;30,094
15:42:30;30,078
15:43:00;29,937
15:43:31;30,797
15:44:01;30,75
15:44:32;30,281
15:45:02;30,079
15:45:32;29,953
15:46:02;29,984
15:46:31;29,844
15:47:01;29,89
15:47:31;29,954
15:48:01;29,859
15:48:31;29,969
15:49:01;30,078
15:49:31;29,984
15:50:01;30,063
15:50:39;38,172
15:51:12;32,281
15:51:44;32,031
15:52:15;31,172
15:52:49;33,594
15:56:30;221,781
15:57:30;59,391
15:58:01;31,671
15:58:31;30,141
15:59:01;29,844
15:59:31;29,969
16:00:02;30,203
16:00:31;29,953
16:01:02;30,14
16:01:32;30,032
16:02:03;31,093
16:02:35;32,094
16:03:05;30,047
16:03:35;30,172
16:04:05;29,969
16:04:36;31,078
16:06:11;95,281
16:07:30;79,063
16:09:23;113,031
16:11:13;109,281
17:02:52;3099,439
17:03:19;27,094
17:03:46;26,875
17:04:13;27,031
17:04:40;27,156
17:05:08;27,313
17:05:35;27,343
17:06:02;27,469
17:06:30;27,422
17:06:57;27,375
17:07:25;27,641
17:07:52;27,546
17:08:20;27,782
17:08:48;27,765
17:09:16;27,672
17:09:43;27,5
17:10:11;27,563
17:10:38;27,672
17:11:06;27,765
17:11:34;28,203
17:12:04;29,782
17:12:36;31,937
17:13:07;31,063
17:13:37;30,171
17:14:07;30,11
17:14:37;29,5
17:15:07;30,328
17:15:38;30,266
17:16:08;30,328
17:16:40;32,359
17:17:12;31,938
17:17:42;29,531
17:18:11;29,594
17:18:41;29,328
17:19:13;32,484
17:19:42;29,078
17:20:12;29,438
17:20:41;29,531
17:21:11;30,062
17:22:50;98,469
17:23:17;27,781
17:23:48;30,688
17:24:16;27,641
17:24:44;27,75
17:25:11;27,875
17:25:39;27,781
17:26:07;27,703
17:26:35;27,812
17:27:02;27,719
17:27:30;27,813
17:27:58;27,781
17:28:26;27,781
17:28:54;27,781
17:29:21;27,672
17:29:51;29,75
17:30:21;29,86
17:30:53;31,937
17:31:24;31,516
17:31:54;29,453
17:32:24;30,453
17:32:54;29,781
17:42:21;567,001
